"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","SalaryHikePerYear","AverageYearsCompany","AgeToJubilation","DifferentManagers"
32,"No","Non-Travel",1200,"Research & Development","1","Master","Technical Degree","Very High","Male",62,"High","Junior","Research Sci.","Low","Married",4087,25174,5,"No",14,"Excellent","Medium","Few",9,3,"Good",6,5,1,2,2.33333333333333,1.8,34,"Yes"
48,"No","Travel_Rarely",1108,"Research & Development","4","Master","Other","High","Female",65,"High","Intern","Research Sci.","Low","Married",2367,16530,9,"No",12,"Excellent","Very High","Few",10,3,"Good",8,2,7,6,1.5,1.11111111111111,18,"Yes"
34,"No","Travel_Rarely",479,"Research & Development","3","Master","Medical","Low","Male",35,"High","Intern","Research Sci.","Very High","Single",2972,22061,2,"No",13,"Excellent","High","No",1,4,"Bad",1,0,0,0,13,0.5,32,"Yes"
55,"No","Travel_Rarely",685,"Sales","6","Doctor","Marketing","High","Male",60,"Medium","Director","Manager","Very High","Married",19586,23037,2,"No",21,"Outstanding","High","Few",36,3,"Better",36,6,2,13,0.583333333333333,18,11,"Yes"
34,"No","Travel_Rarely",1351,"Research & Development","1","Master","Life Sciences","Medium","Male",45,"High","Junior","Research Sci.","Very High","Married",5484,13008,10,"No",17,"Excellent","Medium","Few",9,3,"Good",2,2,2,1,8.5,0.9,32,"Yes"
26,"No","Travel_Rarely",474,"Research & Development","2","Bachelor","Life Sciences","Low","Female",89,"High","Intern","Research Sci.","Very High","Married",2061,11133,2,"No",21,"Outstanding","Low","No",1,5,"Better",1,0,0,0,21,0.5,40,"Yes"
38,"No","Travel_Rarely",1245,"Sales","4","Bachelor","Life Sciences","High","Male",80,"High","Junior","Sales Executive","Medium","Married",9924,12355,1,"No",11,"Excellent","Very High","Few",10,3,"Better",9,8,7,7,1.22222222222222,10,28,"Yes"
38,"No","Travel_Rarely",437,"Sales","5","Bachelor","Life Sciences","Medium","Female",90,"High","Junior","Sales Executive","Medium","Single",4198,16379,3,"No",12,"Excellent","Medium","No",8,5,"Best",3,2,1,2,4,2.66666666666667,28,"Yes"
36,"No","Travel_Rarely",884,"Sales","1","Master","Life Sciences","Medium","Female",73,"High","Junior","Sales Executive","High","Single",6815,21447,7,"No",13,"Excellent","Low","No",15,5,"Better",1,0,0,0,13,2.14285714285714,30,"Yes"
29,"No","Travel_Rarely",1370,"Research & Development","2","Below College","Medical","Medium","Male",87,"High","Intern","Lab. Tech.","Low","Single",4723,16213,2,"Yes",18,"Excellent","Very High","No",10,3,"Better",10,9,1,5,1.8,5,37,"Yes"
35,"No","Travel_Rarely",670,"Research & Development","3","Master","Medical","Low","Female",51,"High","Junior","Representatives","High","Single",6142,4223,4,"Yes",16,"Excellent","High","No",10,4,"Better",5,2,0,4,3.2,2.5,31,"Yes"
39,"No","Travel_Rarely",1462,"Sales","2","Bachelor","Medical","Very High","Male",38,"Very High","Senior","Sales Executive","High","Married",8237,4658,3,"No",11,"Excellent","Low","Few",11,3,"Better",7,6,7,6,1.57142857142857,3.66666666666667,27,"Yes"
29,"No","Travel_Frequently",995,"Research & Development","1","Below College","Life Sciences","Low","Male",87,"High","Junior","Representatives","Very High","Divorced",8853,24483,2,"No",19,"Excellent","Very High","Few",6,0,"Best",6,4,1,3,3.16666666666667,3,37,"Yes"
50,"No","Travel_Rarely",264,"Sales","3","Bachelor","Marketing","High","Male",59,"High","Director","Manager","High","Married",19331,19519,5,"Yes",16,"Excellent","High","Few",27,2,"Better",1,0,0,0,16,5.4,16,"Yes"
23,"No","Travel_Rarely",977,"Research & Development","3","Bachelor","Technical Degree","Very High","Male",45,"Very High","Intern","Research Sci.","High","Married",2073,12826,3,"No",16,"Excellent","Very High","Few",4,2,"Better",2,2,2,2,8,1.33333333333333,43,"No"
36,"No","Travel_Frequently",1302,"Research & Development","2","Master","Life Sciences","Low","Male",80,"Very High","Junior","Lab. Tech.","Low","Married",5562,19711,4,"Yes",13,"Excellent","Very High","Few",9,3,"Better",3,2,0,2,4.33333333333333,2.25,30,"Yes"
42,"No","Travel_Rarely",1059,"Research & Development","3","College","Other","Very High","Male",93,"Medium","Director","Manager","Very High","Single",19613,26362,9,"No",22,"Outstanding","Very High","No",24,2,"Better",1,0,0,1,22,2.66666666666667,24,"No"
35,"No","Travel_Rarely",750,"Research & Development","7","Bachelor","Life Sciences","Medium","Male",46,"Very High","Junior","Lab. Tech.","High","Married",3407,25348,2,"No",17,"Excellent","Very High","Medium",10,3,"Good",10,9,6,8,1.7,5,31,"Yes"
34,"No","Travel_Frequently",653,"Research & Development","3","Master","Technical Degree","Very High","Male",92,"Medium","Junior","Representatives","High","Married",5063,15332,2,"No",14,"Excellent","Medium","Few",8,3,"Good",8,2,7,7,1.75,4,32,"Yes"
40,"No","Travel_Rarely",118,"Sales","4","College","Life Sciences","Very High","Female",84,"High","Junior","Sales Executive","Low","Married",4639,11262,2,"No",15,"Excellent","High","Few",5,2,"Better",5,4,1,2,3,2.5,26,"Yes"
43,"No","Travel_Rarely",990,"Research & Development","6","Bachelor","Technical Degree","Very High","Male",87,"Very High","Intern","Lab. Tech.","Medium","Divorced",4876,5855,6,"No",12,"Excellent","High","Few",8,0,"Better",6,4,0,2,2,1.33333333333333,23,"Yes"
35,"No","Travel_Rarely",1349,"Research & Development","3","College","Life Sciences","High","Male",63,"Medium","Intern","Lab. Tech.","Very High","Married",2690,7713,2,"No",18,"Excellent","Very High","Few",1,5,"Good",1,0,0,1,18,0.5,31,"No"
46,"No","Travel_Rarely",563,"Sales","1","Master","Life Sciences","Very High","Male",56,"Very High","Manager","Manager","Low","Single",17567,3156,2,"No",15,"Excellent","Medium","No",27,5,"Bad",26,0,0,12,0.576923076923077,13.5,20,"Yes"
28,"Yes","Travel_Rarely",329,"Research & Development","6","Bachelor","Medical","High","Male",51,"High","Intern","Lab. Tech.","Medium","Married",2408,7324,2,"Yes",17,"Excellent","High","High",1,3,"Better",1,1,0,0,17,0.5,38,"Yes"
22,"No","Non-Travel",457,"Research & Development","6","College","Other","Medium","Female",85,"Medium","Intern","Research Sci.","High","Married",2814,10293,2,"Yes",14,"Excellent","Medium","No",4,2,"Good",4,2,1,3,3.5,2,44,"Yes"
50,"No","Travel_Frequently",1234,"Research & Development","5","Doctor","Medical","Medium","Male",41,"High","Manager","Representatives","High","Married",11245,20689,3,"Yes",15,"Excellent","High","Few",32,3,"Better",30,8,12,13,0.5,10.6666666666667,16,"Yes"
32,"No","Travel_Rarely",634,"Research & Development","2","Master","Other","Medium","Female",35,"Very High","Intern","Research Sci.","Very High","Married",3312,18783,4,"No",17,"Excellent","Very High","Medium",6,3,"Better",3,2,0,2,5.66666666666667,1.5,34,"Yes"
44,"No","Travel_Rarely",1313,"Research & Development","3","Bachelor","Medical","Medium","Female",31,"High","Director","Directors","Very High","Divorced",19049,3549,1,"Yes",14,"Excellent","Very High","Few",23,4,"Good",22,7,1,10,0.636363636363636,23,22,"Yes"
30,"No","Travel_Rarely",241,"Research & Development","3","Bachelor","Medical","Medium","Male",48,"Medium","Intern","Research Sci.","Medium","Married",2141,5348,2,"No",12,"Excellent","Medium","Few",6,3,"Good",6,4,1,1,2,3,36,"Yes"
45,"No","Travel_Rarely",1015,"Research & Development","2","Doctor","Medical","High","Female",50,"Low","Junior","Lab. Tech.","Low","Single",5769,23447,2,"Yes",14,"Excellent","Low","No",10,3,"Better",10,7,1,4,1.4,5,21,"Yes"
45,"No","Non-Travel",336,"Sales","6","Bachelor","Marketing","Low","Male",52,"Medium","Junior","Sales Executive","Low","Married",4385,24162,2,"No",15,"Excellent","Low","Few",10,2,"Better",10,7,4,5,1.5,5,21,"Yes"
31,"No","Travel_Frequently",715,"Sales","1","Master","Other","Very High","Male",54,"High","Junior","Sales Executive","Low","Single",5332,21602,8,"No",13,"Excellent","Very High","No",10,3,"Better",5,2,0,3,2.6,1.25,35,"Yes"
36,"No","Travel_Rarely",559,"Research & Development","4","Master","Life Sciences","High","Female",76,"High","Junior","Directors","High","Married",4663,12421,10,"Yes",12,"Excellent","Medium","Medium",7,2,"Better",3,2,1,1,4,0.7,30,"Yes"
34,"No","Travel_Frequently",426,"Research & Development","3","Master","Life Sciences","High","Male",42,"Very High","Junior","Directors","Very High","Divorced",4724,17000,2,"No",13,"Excellent","Low","Few",9,3,"Better",9,7,7,2,1.44444444444444,4.5,32,"Yes"
49,"No","Travel_Rarely",722,"Research & Development","6","Master","Life Sciences","High","Female",84,"High","Intern","Lab. Tech.","Low","Married",3211,22102,2,"No",14,"Excellent","Very High","Few",10,3,"Good",9,6,1,4,1.55555555555556,5,17,"Yes"
39,"No","Travel_Rarely",1387,"Research & Development","3","Doctor","Medical","Medium","Male",76,"High","Junior","Directors","Low","Married",5377,3835,3,"No",13,"Excellent","Very High","High",10,3,"Better",7,7,7,7,1.85714285714286,3.33333333333333,27,"No"
27,"No","Travel_Rarely",1302,"Research & Development","5","Bachelor","Other","Very High","Male",67,"Medium","Intern","Lab. Tech.","Low","Divorced",4066,16290,2,"No",11,"Excellent","Low","Medium",7,3,"Better",7,7,0,7,1.57142857142857,3.5,39,"No"
35,"No","Travel_Rarely",819,"Research & Development","5","Doctor","Life Sciences","Medium","Male",48,"Very High","Junior","Research Sci.","Low","Married",5208,26312,2,"No",11,"Excellent","Very High","No",16,2,"Better",16,15,1,10,0.6875,8,31,"Yes"
28,"No","Travel_Rarely",580,"Research & Development","6","Bachelor","Medical","Medium","Female",39,"Low","Junior","Directors","Low","Divorced",4877,20460,1,"No",21,"Outstanding","Medium","Few",6,5,"Good",5,3,0,0,4.2,6,38,"Yes"
21,"No","Travel_Rarely",546,"Research & Development","2","Below College","Medical","High","Male",97,"High","Intern","Research Sci.","Very High","Single",3117,26009,2,"No",18,"Excellent","High","No",3,2,"Better",2,2,2,2,9,1.5,45,"No"
18,"Yes","Travel_Frequently",544,"Sales","2","College","Medical","Medium","Female",70,"High","Intern","Representatives","Very High","Single",1569,18420,2,"Yes",12,"Excellent","High","No",0,2,"Best",0,0,0,0,24,0.25,48,"No"
47,"No","Travel_Rarely",1176,"Human Resources","6","Master","Life Sciences","Very High","Female",98,"High","Director","Manager","High","Married",19658,5220,4,"No",11,"Excellent","High","Few",27,2,"Better",5,2,1,0,2.2,6.75,19,"Yes"
39,"No","Travel_Rarely",170,"Research & Development","2","College","Medical","High","Male",76,"Medium","Junior","Lab. Tech.","High","Divorced",3069,10302,1,"No",15,"Excellent","Very High","Few",11,3,"Better",10,8,0,7,1.5,11,27,"Yes"
40,"No","Travel_Rarely",884,"Research & Development","4","Bachelor","Life Sciences","Low","Female",80,"Medium","Senior","Directors","High","Married",10435,25800,2,"No",13,"Excellent","Very High","Medium",18,2,"Better",18,15,14,12,0.722222222222222,9,26,"Yes"
35,"No","Non-Travel",208,"Research & Development","3","Master","Life Sciences","High","Female",52,"High","Junior","Representatives","High","Married",4148,12250,2,"No",12,"Excellent","Very High","Few",15,5,"Better",14,11,2,9,0.857142857142857,7.5,31,"Yes"
37,"No","Travel_Rarely",671,"Research & Development","5","Bachelor","Life Sciences","High","Male",85,"High","Junior","Directors","High","Married",5768,26493,4,"No",17,"Excellent","Low","High",9,2,"Good",4,3,0,2,4.25,2.25,29,"Yes"
39,"No","Travel_Frequently",711,"Research & Development","2","Bachelor","Medical","Low","Female",81,"High","Junior","Directors","High","Single",5042,3140,1,"No",13,"Excellent","Very High","No",10,2,"Bad",9,2,3,8,1.44444444444444,10,27,"Yes"
45,"No","Travel_Rarely",1329,"Research & Development","1","College","Other","Very High","Female",59,"Medium","Junior","Directors","Very High","Divorced",5770,5388,2,"No",19,"Excellent","Low","Medium",10,3,"Better",10,7,3,9,1.9,5,21,"Yes"
38,"No","Travel_Rarely",397,"Research & Development","1","College","Medical","Very High","Female",54,"Medium","Senior","Directors","High","Married",7756,14199,4,"Yes",19,"Excellent","Very High","Few",10,6,"Best",5,4,0,2,3.8,2.5,28,"Yes"
35,"Yes","Travel_Rarely",737,"Sales","3","Bachelor","Medical","Very High","Male",55,"Medium","Senior","Sales Executive","Low","Married",10306,21530,10,"No",17,"Excellent","High","No",15,3,"Better",13,12,6,0,1.30769230769231,1.5,31,"Yes"
37,"No","Travel_Rarely",1470,"Research & Development","3","Bachelor","Medical","Medium","Female",71,"High","Intern","Research Sci.","Medium","Married",3936,9953,2,"No",11,"Excellent","Low","Few",8,2,"Bad",8,4,7,7,1.375,4,29,"Yes"
40,"No","Travel_Rarely",448,"Research & Development","5","Bachelor","Life Sciences","High","Female",84,"High","Senior","Directors","Very High","Single",7945,19948,7,"Yes",15,"Excellent","Very High","No",18,2,"Good",4,2,3,3,3.75,2.57142857142857,26,"Yes"
44,"No","Travel_Frequently",602,"Human Resources","1","Doctor","Human Resources","Low","Male",37,"High","Junior","H.R.","Very High","Married",5743,10503,5,"Yes",11,"Excellent","High","No",14,3,"Better",10,7,0,2,1.1,2.8,22,"Yes"
48,"No","Travel_Frequently",365,"Research & Development","2","Doctor","Medical","High","Male",89,"Medium","Manager","Manager","Very High","Married",15202,5602,3,"No",25,"Outstanding","Medium","Few",23,3,"Better",2,2,2,2,12.5,7.66666666666667,18,"No"
35,"Yes","Travel_Rarely",763,"Sales","4","College","Medical","Low","Male",59,"Low","Junior","Sales Executive","Very High","Divorced",5440,22098,7,"Yes",14,"Excellent","Very High","Medium",7,2,"Good",2,2,2,2,7,1,31,"No"
24,"No","Travel_Frequently",567,"Research & Development","1","Below College","Technical Degree","Low","Female",32,"High","Intern","Research Sci.","Very High","Single",3760,17218,2,"Yes",13,"Excellent","High","No",6,2,"Better",6,3,1,3,2.16666666666667,3,42,"Yes"
27,"No","Travel_Rarely",486,"Research & Development","3","Bachelor","Medical","Medium","Female",86,"Very High","Intern","Research Sci.","High","Married",3517,22490,8,"No",17,"Excellent","Low","No",5,0,"Better",3,2,0,2,5.66666666666667,0.625,39,"Yes"
27,"No","Travel_Frequently",591,"Research & Development","1","Bachelor","Medical","Very High","Male",87,"High","Intern","Research Sci.","Very High","Single",2580,6297,3,"No",13,"Excellent","High","No",6,0,"Good",4,2,1,2,3.25,2,39,"Yes"
40,"Yes","Travel_Rarely",1329,"Research & Development","3","Bachelor","Life Sciences","Low","Male",73,"High","Intern","Lab. Tech.","Low","Single",2166,3339,4,"Yes",14,"Excellent","Medium","No",10,3,"Bad",4,2,0,3,3.5,2.5,26,"Yes"
29,"No","Travel_Rarely",469,"Sales","3","Bachelor","Medical","High","Male",42,"Medium","Junior","Sales Executive","High","Single",5869,23413,10,"No",11,"Excellent","High","No",8,2,"Better",5,2,1,4,2.2,0.8,37,"Yes"
36,"No","Travel_Rarely",711,"Research & Development","2","Master","Life Sciences","Medium","Female",42,"High","Senior","Representatives","Low","Married",8008,22792,5,"No",12,"Excellent","High","Medium",9,6,"Better",3,2,0,2,4,1.8,30,"Yes"
25,"No","Travel_Frequently",772,"Research & Development","1","Below College","Life Sciences","Very High","Male",77,"Very High","Junior","Directors","High","Divorced",5206,4973,2,"No",17,"Excellent","High","Medium",7,6,"Better",7,7,0,7,2.42857142857143,3.5,41,"No"
39,"No","Travel_Rarely",492,"Research & Development","4","Bachelor","Medical","Very High","Male",66,"High","Junior","Directors","Medium","Married",5295,7693,5,"No",21,"Outstanding","High","No",7,3,"Better",5,4,1,0,4.2,1.4,27,"Yes"
49,"No","Travel_Rarely",301,"Research & Development","5","Master","Other","Low","Female",72,"High","Manager","Directors","Medium","Married",16413,3498,4,"No",16,"Excellent","Medium","Medium",27,2,"Better",4,2,1,2,4,6.75,17,"Yes"
50,"No","Travel_Rarely",813,"Research & Development","5","Doctor","Life Sciences","Very High","Female",50,"Medium","Senior","Directors","Low","Divorced",13269,21981,6,"No",15,"Excellent","High","High",19,3,"Better",14,11,1,11,1.07142857142857,3.16666666666667,16,"Yes"
20,"No","Travel_Rarely",1141,"Sales","1","Bachelor","Medical","High","Female",31,"High","Intern","Representatives","High","Single",2783,13251,2,"No",19,"Excellent","Low","No",2,3,"Better",2,2,2,2,9.5,1,46,"No"
34,"No","Travel_Rarely",1130,"Research & Development","2","Bachelor","Life Sciences","Very High","Female",66,"High","Junior","Research Sci.","Medium","Divorced",5433,19332,2,"No",12,"Excellent","High","Few",11,2,"Better",11,8,7,9,1.09090909090909,5.5,32,"Yes"
36,"No","Travel_Rarely",311,"Research & Development","3","Bachelor","Life Sciences","Low","Male",77,"High","Intern","Lab. Tech.","Medium","Single",2013,10950,3,"No",11,"Excellent","High","No",15,4,"Better",4,3,1,3,2.75,5,30,"Yes"
49,"No","Travel_Rarely",465,"Research & Development","2","Below College","Life Sciences","High","Female",41,"Medium","Manager","Representatives","High","Married",13966,11652,3,"Yes",19,"Excellent","Medium","Few",30,3,"Better",15,11,2,12,1.26666666666667,10,17,"Yes"
36,"No","Non-Travel",894,"Research & Development","1","Master","Medical","Very High","Female",33,"Medium","Junior","Directors","High","Married",4374,15411,1,"No",15,"Excellent","High","No",4,6,"Better",3,2,1,2,5,4,30,"Yes"
36,"No","Travel_Rarely",1040,"Research & Development","2","College","Life Sciences","Very High","Male",79,"Very High","Junior","Representatives","Low","Divorced",6842,26308,7,"No",20,"Outstanding","Low","Few",13,3,"Better",5,4,0,4,4,1.85714285714286,30,"Yes"
54,"No","Travel_Rarely",584,"Research & Development","5","Doctor","Medical","Medium","Female",91,"High","Manager","Manager","High","Married",17426,18685,4,"No",25,"Outstanding","High","Few",36,6,"Better",10,8,4,7,2.5,9,12,"Yes"
43,"No","Travel_Rarely",1291,"Research & Development","4","College","Life Sciences","High","Male",65,"Medium","Manager","Directors","High","Married",17603,3525,2,"No",24,"Outstanding","Low","Few",14,3,"Better",14,10,6,11,1.71428571428571,7,23,"Yes"
35,"Yes","Travel_Frequently",880,"Sales","4","Master","Other","Very High","Male",36,"High","Junior","Sales Executive","Very High","Single",4581,10414,4,"Yes",24,"Outstanding","Low","No",13,2,"Best",11,9,6,7,2.18181818181818,3.25,31,"Yes"
38,"No","Travel_Frequently",1189,"Research & Development","1","Bachelor","Life Sciences","Very High","Male",90,"High","Junior","Research Sci.","Very High","Married",4735,9867,8,"No",15,"Excellent","Very High","Medium",19,4,"Best",13,11,2,9,1.15384615384615,2.375,28,"Yes"
29,"No","Travel_Rarely",991,"Sales","2","Bachelor","Medical","Low","Male",43,"Medium","Junior","Sales Executive","Medium","Divorced",4187,3356,2,"Yes",13,"Excellent","Medium","Few",10,3,"Good",10,0,0,9,1.3,5,37,"Yes"
33,"No","Travel_Rarely",392,"Sales","1","Master","Medical","Very High","Male",93,"High","Junior","Sales Executive","Very High","Divorced",5505,3921,2,"No",14,"Excellent","High","Medium",6,5,"Better",6,2,0,4,2.33333333333333,3,33,"Yes"
32,"No","Travel_Rarely",977,"Research & Development","1","Bachelor","Medical","Very High","Male",45,"High","Junior","Research Sci.","Medium","Divorced",5470,25518,1,"No",13,"Excellent","High","Medium",10,4,"Good",9,5,1,6,1.44444444444444,10,34,"Yes"
31,"No","Travel_Rarely",1112,"Sales","2","Master","Life Sciences","Low","Female",67,"High","Junior","Sales Executive","Very High","Married",5476,22589,2,"No",11,"Excellent","Low","Medium",10,2,"Better",10,0,0,2,1.1,5,35,"Yes"
49,"No","Travel_Rarely",464,"Research & Development","5","Bachelor","Medical","Very High","Female",74,"High","Intern","Lab. Tech.","Low","Divorced",2587,24941,5,"Yes",16,"Excellent","Medium","Few",17,2,"Good",2,2,2,2,8,3.4,17,"No"
38,"No","Travel_Frequently",148,"Research & Development","1","Bachelor","Medical","Very High","Female",42,"Medium","Intern","Lab. Tech.","Medium","Single",2440,23826,2,"No",22,"Outstanding","Medium","No",4,3,"Better",4,3,3,3,5.5,2,28,"Yes"
47,"No","Travel_Rarely",1225,"Sales","1","Master","Life Sciences","Medium","Female",47,"Very High","Manager","Manager","Medium","Divorced",15972,21086,7,"No",14,"Excellent","High","High",29,2,"Better",3,2,1,2,4.66666666666667,4.14285714285714,19,"Yes"
49,"No","Travel_Rarely",809,"Research & Development","1","Bachelor","Life Sciences","High","Male",36,"High","Manager","Manager","High","Single",15379,22384,5,"No",14,"Excellent","Low","No",23,2,"Better",8,7,0,0,1.75,4.6,17,"Yes"
41,"No","Travel_Rarely",1206,"Sales","6","College","Life Sciences","Very High","Male",80,"High","Senior","Sales Executive","High","Single",7082,11591,4,"Yes",16,"Excellent","Very High","No",21,2,"Better",2,0,0,2,8,5.25,25,"No"
20,"No","Travel_Rarely",727,"Sales","3","Below College","Life Sciences","Very High","Male",54,"High","Intern","Representatives","Low","Single",2728,21082,2,"No",11,"Excellent","Low","No",2,3,"Better",2,2,0,2,5.5,1,46,"No"
33,"No","Non-Travel",530,"Sales","5","Bachelor","Life Sciences","High","Female",36,"High","Junior","Sales Executive","Very High","Divorced",5368,16130,2,"Yes",25,"Outstanding","High","Few",7,2,"Better",6,5,1,2,4.16666666666667,3.5,33,"Yes"
36,"No","Travel_Rarely",1351,"Research & Development","6","Master","Life Sciences","Low","Male",80,"High","Junior","Representatives","High","Married",5347,7419,7,"No",14,"Excellent","Medium","Medium",10,2,"Good",3,2,0,2,4.66666666666667,1.42857142857143,30,"Yes"
44,"No","Travel_Rarely",528,"Human Resources","1","Bachelor","Life Sciences","High","Female",44,"High","Intern","H.R.","Very High","Divorced",3195,4167,5,"Yes",18,"Excellent","Low","High",8,2,"Better",2,2,2,2,9,1.6,22,"No"
23,"Yes","Travel_Rarely",1320,"Research & Development","3","Below College","Medical","Very High","Male",93,"Medium","Intern","Lab. Tech.","High","Single",3989,20586,2,"Yes",11,"Excellent","Low","No",5,2,"Better",5,4,1,2,2.2,2.5,43,"Yes"
38,"No","Travel_Rarely",1495,"Research & Development","2","College","Medical","Very High","Female",87,"High","Intern","Lab. Tech.","High","Married",3306,26176,8,"No",19,"Excellent","Very High","Few",7,5,"Good",0,0,0,0,38,0.875,28,"No"
53,"No","Travel_Rarely",1395,"Research & Development","6","Master","Medical","Medium","Male",48,"Very High","Senior","Representatives","Very High","Married",7005,3458,4,"No",15,"Excellent","High","No",11,2,"Better",4,3,1,2,3.75,2.75,13,"Yes"
48,"Yes","Travel_Frequently",708,"Sales","3","College","Medical","Very High","Female",95,"High","Intern","Representatives","High","Married",2655,11740,3,"Yes",11,"Excellent","High","Medium",19,3,"Better",9,7,7,7,1.22222222222222,6.33333333333333,18,"Yes"
32,"Yes","Travel_Rarely",1259,"Research & Development","1","Master","Life Sciences","Very High","Male",95,"High","Intern","Lab. Tech.","Medium","Single",1393,24852,2,"No",12,"Excellent","Low","No",1,2,"Better",1,0,0,0,12,0.5,34,"Yes"
26,"No","Non-Travel",786,"Research & Development","3","Bachelor","Medical","Very High","Male",76,"High","Intern","Lab. Tech.","Very High","Single",2570,11925,2,"No",20,"Outstanding","High","No",7,5,"Better",7,7,5,7,2.85714285714286,3.5,40,"No"
55,"No","Travel_Rarely",1441,"Research & Development","5","Bachelor","Technical Degree","Low","Male",94,"Medium","Intern","Research Sci.","Medium","Divorced",3537,23737,6,"No",12,"Excellent","Very High","Few",8,1,"Better",4,2,1,2,3,1.33333333333333,11,"Yes"
34,"No","Travel_Rarely",1157,"Research & Development","2","College","Medical","Medium","Male",57,"Medium","Junior","Lab. Tech.","Very High","Married",3986,11912,2,"No",14,"Excellent","High","Few",15,3,"Best",15,10,4,13,0.933333333333333,7.5,32,"Yes"
60,"No","Travel_Rarely",370,"Research & Development","1","Master","Medical","High","Male",92,"Low","Senior","Representatives","Very High","Divorced",10883,20467,4,"No",20,"Outstanding","High","Few",19,2,"Best",1,0,0,0,20,4.75,6,"Yes"
33,"No","Travel_Rarely",267,"Research & Development","5","Bachelor","Medical","Medium","Male",79,"Very High","Intern","Lab. Tech.","Medium","Married",2028,13637,2,"No",18,"Excellent","Very High","High",14,6,"Better",14,11,2,13,1.28571428571429,7,33,"Yes"
37,"No","Travel_Frequently",1278,"Sales","1","Master","Medical","High","Male",31,"Low","Junior","Sales Executive","Very High","Divorced",9525,7677,2,"No",14,"Excellent","High","Medium",6,2,"Good",6,3,1,3,2.33333333333333,3,29,"Yes"
34,"No","Travel_Rarely",678,"Research & Development","5","Bachelor","Life Sciences","Medium","Female",35,"Medium","Intern","Research Sci.","Very High","Married",2929,20338,2,"No",12,"Excellent","Medium","No",10,3,"Better",10,9,8,7,1.2,5,32,"Yes"
23,"Yes","Travel_Rarely",427,"Sales","3","Bachelor","Life Sciences","High","Male",99,"High","Intern","Representatives","Very High","Divorced",2275,25103,2,"Yes",21,"Outstanding","Medium","Few",3,2,"Better",3,2,0,2,7,1.5,43,"Yes"
44,"No","Travel_Rarely",921,"Research & Development","1","Bachelor","Life Sciences","High","Female",96,"Very High","Senior","Representatives","Very High","Married",7879,14810,2,"Yes",19,"Excellent","Medium","Few",9,2,"Better",8,7,6,7,2.375,4.5,22,"Yes"
35,"No","Travel_Frequently",146,"Research & Development","1","Master","Medical","Low","Male",79,"Medium","Intern","Research Sci.","Very High","Single",4930,13970,1,"Yes",14,"Excellent","High","No",6,2,"Best",5,4,1,4,2.8,6,31,"Yes"
43,"No","Travel_Rarely",1179,"Sales","1","Bachelor","Medical","Very High","Male",73,"High","Junior","Sales Executive","Very High","Married",7847,6069,2,"Yes",17,"Excellent","Low","Few",10,3,"Better",10,9,8,8,1.7,5,23,"Yes"
24,"No","Travel_Rarely",581,"Research & Development","3","Bachelor","Medical","High","Male",62,"Very High","Intern","Research Sci.","High","Married",4401,17616,2,"No",16,"Excellent","Very High","Few",5,1,"Better",5,3,0,4,3.2,2.5,42,"Yes"
41,"No","Travel_Rarely",918,"Sales","2","Bachelor","Marketing","Very High","Male",35,"High","Senior","Sales Executive","High","Single",9241,15869,2,"No",12,"Excellent","Medium","No",10,3,"Better",10,8,8,7,1.2,5,25,"Yes"
29,"No","Travel_Rarely",1082,"Research & Development","3","Master","Medical","Very High","Female",43,"High","Intern","Lab. Tech.","High","Married",2974,25412,10,"No",17,"Excellent","High","Few",9,2,"Better",5,3,1,2,3.4,0.9,37,"Yes"
36,"No","Travel_Rarely",530,"Sales","1","Master","Life Sciences","High","Female",51,"High","Junior","Representatives","Very High","Single",4502,7439,4,"No",15,"Excellent","High","No",17,2,"Good",13,7,6,7,1.15384615384615,4.25,30,"Yes"
45,"No","Non-Travel",1238,"Research & Development","1","Below College","Life Sciences","High","Male",74,"Medium","Senior","Representatives","High","Married",10748,3395,4,"No",23,"Outstanding","Very High","Few",25,3,"Good",23,15,14,4,1,6.25,21,"Yes"
24,"Yes","Travel_Rarely",240,"Human Resources","5","Below College","Human Resources","Very High","Male",58,"Low","Intern","H.R.","High","Married",1555,11585,2,"No",11,"Excellent","High","Few",1,2,"Better",1,0,0,0,11,0.5,42,"Yes"
47,"Yes","Travel_Frequently",1093,"Sales","3","Bachelor","Life Sciences","High","Male",82,"Low","Manager","Sales Executive","High","Married",12936,24164,8,"No",11,"Excellent","High","No",25,3,"Bad",23,5,14,10,0.478260869565217,3.125,19,"Yes"
26,"No","Travel_Rarely",390,"Research & Development","5","Master","Medical","Very High","Male",62,"Low","Intern","Lab. Tech.","High","Married",2305,6217,2,"No",15,"Excellent","High","High",3,3,"Best",3,2,0,2,5,1.5,40,"Yes"
